date time c-ip cs-username s-ip s-port cs-method cs-uri-stem cs-uri-query sc-status cs(User-Agent) 
2004-02-17 00:04:53 200.103.202.26 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/2new7.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:04:55 200.103.202.26 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/sport034.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:04:58 200.103.202.26 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/NACIONALAC_SERIEA1_2003/NACIONALACxDOISVIZINHOS_170803/elenco1_ICO.jpg - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:04:58 200.103.202.26 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/new29.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:05:00 200.103.202.26 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/fotos/6-eurid.jpg - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:05:00 200.103.202.26 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/2valen5.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:05:02 200.103.202.26 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/assemur+funcionarios/associacao/logoweb.jpg - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:05:02 200.103.202.26 - 200.155.63.7 80 GET /clientes/site/imagens/chave.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:05:04 200.103.202.26 - 200.155.63.7 80 GET /clientes/site/imagens/sobre.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:05:29 200.193.131.1 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=rolandia&ultimas_fixa=true 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:05:33 200.155.32.97 - 200.155.63.7 80 GET /clientes/default.asp cliente=rolandia&ultimas_fixa=true 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:05:50 200.155.32.97 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=rolandia&ultimas_fixa=true 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:05:50 200.155.32.97 - 200.155.63.7 80 GET /clientes/site/cancelar - 404 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:05:50 200.155.32.97 - 200.155.63.7 80 GET /clientes/site/cancelar - 404 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:05:53 200.155.32.97 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/2new7.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:05:53 200.155.32.97 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/sport034.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:05:53 200.155.32.97 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/NACIONALAC_SERIEA1_2003/NACIONALACxDOISVIZINHOS_170803/elenco1_ICO.jpg - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:05:54 200.155.32.97 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/fotos/6-eurid.jpg - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:05:56 200.155.32.97 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/new29.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:06:00 200.155.32.97 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/2valen5.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:06:08 200.155.32.97 - 200.155.63.7 80 GET /clientes/site/imagens/chave.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:06:08 200.155.32.97 - 200.155.63.7 80 GET /clientes/site/imagens/sobre.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:06:26 200.155.32.97 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/assemur+funcionarios/associacao/logoweb.jpg - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:12:25 200.230.71.97 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=assis 200 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:12:29 200.230.71.97 - 200.155.63.7 80 GET /clientes/site/cancelar - 404 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:12:35 200.230.71.97 - 200.155.63.7 80 GET /clientes/site/undefined - 404 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:12:58 200.230.71.97 - 200.155.63.7 80 GET /clientes/site/imagens/chave.gif - 200 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:13:49 200.230.71.97 - 200.155.63.7 80 GET /iepe/topo.htm - 200 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:13:51 200.230.71.97 - 200.155.63.7 80 GET /iepe/images/spacer.gif - 200 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:13:53 200.230.71.97 - 200.155.63.7 80 GET /iepe/images/topo_r1_c1.jpg - 200 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:14:28 200.230.71.97 - 200.155.63.7 80 GET /clientes/site/ultimas.asp clicavel=true&cliente=assis 200 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:14:28 200.230.71.97 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=iepe|-|ASP_0147|500_Server_Error 500 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:15:35 200.181.187.159 - 200.155.63.7 80 GET /clientes/default.asp cliente=rolandia&ultimas_fixa=true 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:15:42 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=rolandia&ultimas_fixa=true 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:15:44 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/cancelar - 404 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:15:46 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/2new7.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:15:49 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/sport034.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:15:51 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/NACIONALAC_SERIEA1_2003/NACIONALACxDOISVIZINHOS_170803/elenco1_ICO.jpg - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:15:51 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/new29.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:15:53 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/fotos/6-eurid.jpg - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:15:53 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/2valen5.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:15:56 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/assemur+funcionarios/associacao/logoweb.jpg - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:15:56 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/imagens/sobre.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:15:59 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/imagens/chave.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:06 200.187.202.105 - 200.155.63.7 80 GET /clientes/default.asp cliente=rolandia&ultimas_fixa=true 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98)
2004-02-17 00:16:21 200.187.202.105 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=rolandia&ultimas_fixa=true 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98)
2004-02-17 00:16:30 200.187.202.105 - 200.155.63.7 80 GET /clientes/site/cancelar - 404 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98)
2004-02-17 00:16:32 200.187.202.105 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/2new7.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98)
2004-02-17 00:16:34 200.187.202.105 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/sport034.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98)
2004-02-17 00:16:34 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=rolandia&id=150 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:35 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/cancelar - 404 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:35 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/new29.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:38 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/Simbolos/band_parana.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:38 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/Simbolos/band.jpg - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:40 200.187.202.105 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/new29.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98)
2004-02-17 00:16:41 200.187.202.105 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/2valen5.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98)
2004-02-17 00:16:43 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=rolandia&ultimas_fixa=true 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:43 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/cancelar - 404 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:43 200.187.202.105 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/assemur+funcionarios/associacao/logoweb.jpg - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98)
2004-02-17 00:16:44 200.187.202.105 - 200.155.63.7 80 GET /clientes/site/imagens/chave.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98)
2004-02-17 00:16:44 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/2new7.gif - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:45 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/sport034.gif - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:45 200.187.202.105 - 200.155.63.7 80 GET /clientes/site/imagens/sobre.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98)
2004-02-17 00:16:45 200.187.202.105 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/fotos/6-eurid.jpg - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98)
2004-02-17 00:16:45 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/NACIONALAC_SERIEA1_2003/NACIONALACxDOISVIZINHOS_170803/elenco1_ICO.jpg - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:46 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/new29.gif - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:46 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/fotos/6-eurid.jpg - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:46 200.187.202.105 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/NACIONALAC_SERIEA1_2003/NACIONALACxDOISVIZINHOS_170803/elenco1_ICO.jpg - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98)
2004-02-17 00:16:46 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/2valen5.gif - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:46 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/assemur+funcionarios/associacao/logoweb.jpg - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:46 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/imagens/chave.gif - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:16:47 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/imagens/sobre.gif - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:17:24 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=rolandia&id=154 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:17:24 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/cancelar - 404 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:17:25 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/Simbolos/band.jpg - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:17:27 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/logo_rpm.jpg - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:17:29 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/Simbolos/band_parana.gif - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:17:32 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/menu_lateral.asp clicavel=true&cliente=rolandia&id=154 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:17:32 200.181.187.159 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/estilos/menu_lateral.css - 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:19:13 200.96.52.151 - 200.155.63.7 80 GET /clientes/default.asp cliente=rolandia&ultimas_fixa=true 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:19:15 200.96.52.151 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=rolandia&ultimas_fixa=true 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:19:15 200.96.52.151 - 200.155.63.7 80 GET /clientes/site/cancelar - 404 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:19:17 200.96.52.151 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/2new7.gif - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:19:17 200.96.52.151 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/sport034.gif - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:19:17 200.96.52.151 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/NACIONALAC_SERIEA1_2003/NACIONALACxDOISVIZINHOS_170803/elenco1_ICO.jpg - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:19:17 200.96.52.151 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/fotos/6-eurid.jpg - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:19:17 200.96.52.151 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/new29.gif - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:19:17 200.96.52.151 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/geral/2valen5.gif - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:19:17 200.96.52.151 - 200.155.63.7 80 GET /clientes/site/home/clientes/rolandia/imagens/assemur+funcionarios/associacao/logoweb.jpg - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:19:17 200.96.52.151 - 200.155.63.7 80 GET /clientes/site/imagens/chave.gif - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:19:17 200.96.52.151 - 200.155.63.7 80 GET /clientes/site/imagens/sobre.gif - 304 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2004-02-17 00:19:31 200.230.71.97 - 200.155.63.7 80 GET /iepe/topo.htm - 304 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:19:31 200.230.71.97 - 200.155.63.7 80 GET /iepe/images/spacer.gif - 304 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:19:31 200.230.71.97 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=iepe 200 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:19:31 200.230.71.97 - 200.155.63.7 80 GET /iepe/images/topo_r1_c1.jpg - 200 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:19:34 200.230.71.97 - 200.155.63.7 80 GET /iepe/images/topo_r1_c2.jpg - 200 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:19:35 200.230.71.97 - 200.155.63.7 80 GET /iepe/images/topo_r2_c2.jpg - 200 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:19:35 200.230.71.97 - 200.155.63.7 80 GET /iepe/images/topo_r2_c3.gif - 200 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
2004-02-17 00:19:37 200.230.71.97 - 200.155.63.7 80 GET /iepe/images/topo_r4_c1.jpg - 200 Mozilla/4.0+(compatible;+MSIE+5.5;+Windows+98;+Win+9x+4.90)
